id,name,price,original_price,discount,discount_rate,days_created,review_count,authors,images,categories,order_count
120219394.0,Tôi Nói Gì Khi Nói Về Chạy Bộ,55700.0,76000.0,20300.0,27.0,788,486.0,Haruki Murakami,https://salt.tikicdn.com/ts/product/7b/61/80/1f707faf6171377dc7026c3739b6a678.jpg,Sách tiếng Việt,
54614797.0,"Có Một Ngày, Bố Mẹ Sẽ Già Đi",70900.0,96000.0,25100.0,26.0,1259,2380.0,Nhiều tác giả,https://salt.tikicdn.com/ts/product/89/f1/fc/130e8b3dea2ab17db80879d25381c830.jpg,Sách tiếng Việt,
107802183.0,Sách Sức Mạnh Tiềm Thức (Tái Bản) (Bìa Mềm),93000.0,128000.0,35000.0,27.0,853,873.0,Joseph Murphyc,https://salt.tikicdn.com/media/catalog/producttmp/ea/80/aa/becf674be5294be90a47551c68191737.jpg,Sách tiếng Việt,
105663942.0,Hành Trình Về Phương Đông (Tái Bản 2021),89000.0,118000.0,29000.0,25.0,862,436.0,Baird T Spalding,https://salt.tikicdn.com/ts/product/1b/00/76/63a05991f224ef1c8022e8d5b1d35e4f.png,Sách tiếng Việt,
75307228.0,Sách OSHO Yêu - Being In Love - Yêu Trong Tỉnh Thức,106000.0,168000.0,62000.0,37.0,1026,2026.0,Osho,https://salt.tikicdn.com/ts/product/0e/c1/12/34674efdedcbb3029f58e58724822afb.jpg,Sách tiếng Việt,
94173458.0,Khuyến Học (Tái Bản),48100.0,65000.0,16900.0,26.0,909,657.0,Fukuzawa Yukichi,https://salt.tikicdn.com/ts/product/bc/94/41/f4646aacc269d010c6c1dfc3fec552d0.jpg,Sách tiếng Việt,
206678865.0,Dám Nghĩ Lại,115000.0,168000.0,53000.0,32.0,335,38.0,Adam Grant,https://salt.tikicdn.com/ts/product/ee/2c/c1/41a0a5dc677e26db586abb0c46c32535.jpg,Sách tư duy - Kỹ năng sống,
100958444.0,Hạnh Phúc Cầm Tay (Tái Bản),51300.0,75000.0,23700.0,32.0,881,248.0,Thich Nhất Hạnh,https://salt.tikicdn.com/ts/product/59/49/88/856ecd57c1f6afa8bd963ffcf969142d.png,Sách nghệ thuật sống đẹp,
3639597.0,Bước Chậm Lại Giữa Thế Gian Vội Vã (Tái Bản),60000.0,85000.0,25000.0,29.0,1897,3912.0,Hae Min,https://salt.tikicdn.com/ts/product/7a/18/8e/2f70de3ea7eec9c34f55e402254e27ed.jpg,Sách tiếng Việt,
174842858.0,Sách Sức Mạnh Của Ngôn Từ (Tái Bản 2022),77300.0,108000.0,30700.0,28.0,557,251.0,Don Gabor,https://salt.tikicdn.com/media/catalog/producttmp/83/ec/19/baafdb6382f4a2e293f6745bd3f31817.jpg,Sách nghệ thuật sống đẹp,
272111568.0,Câu Chuyện Đằng Sau Một Bác Sĩ Tâm Thần,68600.0,96000.0,27400.0,29.0,34,6.0,Nguyễn Trung Nghĩa,https://salt.tikicdn.com/ts/product/b6/c2/62/71ed4e71fecfce9f2c7415d7c4eb67cc.jpg,Lĩnh vực khác,
,,,,,,1105,,,,,
72459686.0,How Psychology Works - Hiểu Hết Về Tâm Lý Học,222000.0,300000.0,78000.0,26.0,1082,3358.0,Jo Hemmings,https://salt.tikicdn.com/ts/product/ba/e0/f8/1467e532030ac2e305b7402c6a18fa0f.jpg,Sách tiếng Việt,
750578.0,Khi Hơi Thở Hóa Thinh Không,70200.0,109000.0,38800.0,36.0,2280,2201.0,Paul Kalanithi,https://salt.tikicdn.com/ts/product/f6/a2/a1/90034af8597074f3acd165cdcf84b60d.png,Sách tiếng Việt,
270883268.0,Giấc mơ tiên tri,82100.0,118000.0,35900.0,30.0,81,18.0,Higashino Keigo,https://salt.tikicdn.com/ts/product/e2/6f/9d/93d9eb69253a4e1049a147defa3b33cd.png,Truyện trinh thám,
17336364.0,Phía Sau Nghi Can X (Tái Bản 2019),80200.0,109000.0,28800.0,26.0,1609,3445.0,Higashino Keigo,https://salt.tikicdn.com/ts/product/8e/24/65/9ac224e8becb309c244f62f0922c333a.jpg,Sách tiếng Việt,
76013378.0,Storytelling With Data - Kể Chuyện Thông Qua Dữ Liệu (Cuốn Cẩm Nang Hướng Dẫn Trực Quan Hóa Dữ Liệu),195000.0,319000.0,124000.0,39.0,1012,1837.0,Cole Nussbaumer Knaflic,https://salt.tikicdn.com/ts/product/6f/04/65/b067492450ad69804fb7671e6c5a9ee9.jpg,Sách tiếng Việt,
124767703.0,Cân Bằng Cảm Xúc Cả Lúc Bão Giông (Tặng Kèm Bookmark)(Tái Bản),69000.0,105000.0,36000.0,34.0,763,728.0,Richard Nicholls,https://salt.tikicdn.com/ts/product/a1/a8/d3/58593a4851b2b8824e5b0a6c0b90f72c.jpg,Sách tiếng Việt,
,,,,,,683,,,,,
